Fecha;02/01/2025 10:53;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;03/01/2025 16:00;03/12/2024 17:02;05/12/2024 15:09;07/01/2025 10:25;08/01/2025 13:09;09/01/2025 15:40;10/12/2024 10:27;11/12/2024 10:14;12/12/2024 11:01;13/01/2025 10:01;14/01/2025 16:34:43;16/12/2024 14:06;17/12/2024 13:04;18/12/2024 14:55;19/12/2024 12:08;20/12/2024 17:02;23/12/2024 11:02;24/12/2024 12:04;26/12/2024 8:59;27/12/2024 9:55;30/12/2024 14:53;31/12/2024 9:39;HORAS_PRODUCCION;CANTIDADES_PRODUCCION
400233;Pepito;MEC;160,28813;0;0;(en blanco);352;02/01/2025;375;;;;352;5,9;;;320;21,3;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401111;Bocata;MEC;224,45714;0;0;(en blanco);4;03/01/2024;452;55,7;835;55,7;3.520;58,7;556;37,1;684;45,6;150,20%;5,40%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401113;Bocata;MEC;224,45714;0;0;(en blanco);288;(en blanco);(en blanco);;;;256;4,3;;;224;14,9;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401301;Baguette Plus;MEC;160,34482;0;0;(en blanco);12;(en blanco);(en blanco);22,7;341;22,7;1.141;19;363;24,2;343;22,9;93,90%;7,10%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401421;Barra Castellana;MEC;137,06227;0;0;(en blanco);0;02/01/2025;175;;;;254;4,2;170;11,3;2;0,1;;566,70%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401423;Barra Castellana;MEC;120,91656;0;0;(en blanco);96;02/01/2025;103;;;;96;1,6;;;288;19,2;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401621;Media Baguette;MEC;138,09751;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;1;0,1;;6,70%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401881;Bollo;MEC;205,58375;0;0;(en blanco);2;(en blanco);(en blanco);35,3;530;35,3;2.021;33,7;520;34,7;182;12,1;101,90%;19,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
402011;Viena Mondat 145 gr;MEC;246,74846;0;0;(en blanco);370;03/01/2024;761;114,7;1720;114,7;6.371;106,2;1.825;121,7;1.638;109,2;94,20%;7,40%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
402801;Viena;MEC;224,44444;0;0;(en blanco);0;(en blanco);(en blanco);;;;420;7;121;8,1;94;6,3;;8,60%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
403321;Barra de Viena;MEC;196,69172;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;-2;-0,1;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
403341;Barra de Viena;MEC;242,1118;0;0;(en blanco);3;03/01/2024;335;76,9;1154;76,9;4.284;71,4;1.826;121,7;1.630;108,7;63,20%;7,50%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
403801;Mini Viena Andaluza;MEC;205,70099;0;0;(en blanco);1;(en blanco);(en blanco);17,5;263;17,5;1.069;17,8;241;16,1;525;35;109,10%;3,10%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
404903;Viena 170g;MEC;186,988;0;0;(en blanco);128;27/12/2024;35;;;;65;1,1;;;96;6,4;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
405121;Miniatura con Salvado;MEC;196,35943;0;0;(en blanco);0;(en blanco);(en blanco);0,9;14;0,9;28;0,5;0;0;2;0,1;0,00%;0,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
405621;Media Baguette con Salvado;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;9;0,6;8;0,5;;7,50%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406002;Panecito Integral 100% Ecológico Easy;MEC;136,80039;0;0;(en blanco);48;02/01/2025;418;9,6;144;9,6;943;15,7;215;14,3;709;47,3;67,00%;2,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;0;0;(en blanco);27;27/12/2024;130;44;660;44;2.761;46;951;63,4;652;43,5;69,40%;9,70%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406401;Viena con Salvado Pequeña;MEC;205,7429;0;0;(en blanco);4;03/01/2024;431;31,9;479;31,9;1.865;31,1;474;31,6;472;31,5;101,10%;6,70%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406501;Bollo 100 % Integral;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);0,9;13;0,9;113;1,9;10;0,7;13;0,9;130,00%;5,10%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;77;5,1;122;8,1;;4,20%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);1;(en blanco);(en blanco);3,5;52;3,5;277;4,6;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;190;12,7;119;7,9;;10,60%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);2,5;38;2,5;952;15,9;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);;;;1.074;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);1,7;25;1,7;383;6,4;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);3;04/01/2025;634;21,5;322;21,5;919;15,3;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;140;2,3;137;9,1;57;3,8;40,90%;16,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423321;Mollete;MEC;155,66037;0;0;(en blanco);274;04/01/2025;637;36,5;548;36,5;2.409;40,2;374;24,9;347;23,1;146,50%;7,20%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;0;0;(en blanco);0;(en blanco);(en blanco);5;75;5;75;1,3;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);1;04/01/2025;401;6,2;93;6,2;289;4,8;28;1,9;27;1,8;332,10%;6,90%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;3;0,1;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);560;27/12/2024;333;76,9;1154;76,9;4.630;77,2;;;444;29,6;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);168;02/01/2025;1686;179,8;2697;179,8;11.041;184;2.471;164,7;2.802;186,8;109,10%;5,90%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);189;(en blanco);(en blanco);28,6;429;28,6;6.052;100,9;817;54,5;2.730;182;52,50%;2,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);63;03/01/2024;1300;116,6;1749;116,6;13.865;231,1;940;62,7;2.075;138,3;186,10%;3,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);1;(en blanco);(en blanco);21;315;21;911;15,2;87;5,8;151;10,1;362,10%;3,80%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;02/01/2025;343;17,5;262;17,5;2.010;33,5;580;38,7;370;24,7;45,20%;10,50%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);0;03/01/2024;399;56,6;849;56,6;2.551;42,5;443;29,5;954;63,6;191,60%;3,10%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;(en blanco);0;03/01/2024;360;14,3;214;14,3;874;14,6;206;13,7;359;23,9;103,90%;3,80%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);0;03/01/2024;311;19,7;296;19,7;2.199;36,7;293;19,5;643;42,9;101,00%;3,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);6,7;101;6,7;381;6,4;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);0;31/12/2024;515;45,7;686;45,7;3.187;53,1;364;24,3;323;21,5;188,50%;7,50%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);13;03/01/2024;334;28,7;430;28,7;3.875;64,6;361;24,1;609;40,6;119,10%;4,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;31/12/2024;0;6,7;101;6,7;495;8,3;114;7,6;74;4,9;88,60%;10,30%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;02/01/2025;331;22,4;336;22,4;1.299;21,7;366;24,4;342;22,8;91,70%;7,10%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;392;0;(en blanco);(en blanco);9,3;140;9,3;437;7,3;263;17,5;168;11,2;53,20%;10,40%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);4;(en blanco);(en blanco);68,9;1034;68,9;4.148;69,1;714;47,6;628;41,9;144,80%;7,60%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);29;31/12/2024;0;57,8;867;57,8;3.267;54,5;413;27,5;628;41,9;209,90%;4,40%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);0;(en blanco);(en blanco);4,6;69;4,6;253;4,2;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;42;0,7;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
438801;Panecillo con Semillas;VIME;138,83391;0;0;196;0;(en blanco);(en blanco);8,7;130;8,7;432;7,2;207;13,8;46;3,1;62,80%;30,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.952;530,1;3.976;265,1;;13,30%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;4.620;308;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;252;16,8;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;1;0;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453241;Panecillo 100% Integral;VIME;113,63273;0;0;196;0;(en blanco);(en blanco);9,4;141;9,4;382;6,4;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);112;(en blanco);(en blanco);23,4;351;23,4;1.526;25,4;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);336;30/12/2024;0;270,7;4060;270,7;31.892;531,5;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;198;3,3;18;1,2;4;0,3;;30,00%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;1596;700;28/12/2024;1351;427,5;6412;427,5;20.133;335,6;4.480;298,7;2.751;183,4;143,10%;10,90%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
5718619;Pulguita;MEC;160,291;0;0;28;1204;28/12/2024;3260;242,7;3640;242,7;13.078;218;4.648;309,9;4.542;302,8;78,30%;6,80%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
5720811;Baguetina Cereales;VIME;107,09612;0;0;728;224;28/12/2024;1045;263,2;3948;263,2;16.077;268;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);1;(en blanco);(en blanco);3,3;49;3,3;229;3,8;;;;;0,00%;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
Total general;;;;;;;;;;2.555,70;38335;2.555,70;180.073;3.001,20;43.270;2.884,70;44.765;2.984,30;88,60%;6,40%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
COD_ART;;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA;NOM_ART;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
244719;;MEC;134,85314;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;3.136;209,1;1;0,1;;20906,70%;PANECILLO CON QUINOA (3%) 110 g;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
274756;;MEC;160,28813;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.288;85,9;1.484;98,9;;5,80%;PAN PEPITO;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
274757;;MEC;205,7429;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4.689;312,6;5.124;341,6;;6,10%;PAN VIENA ANDALUZA INTEGRAL DE TRIGO 10%;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
400121;;MEC;196,35136;0;0;(en blanco);28;(en blanco);(en blanco);7,5;113;7,5;965;16,1;98;6,5;211;14,1;115,30%;3,10%;Miniatura;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
400221;;MEC;154,64788;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;2;0,1;1;0,1;;13,30%;Pepito;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
400231;;MEC;160,18779;0;0;(en blanco);9;02/01/2025;290;26,2;393;26,2;1.471;24,5;382;25,5;196;13,1;102,90%;13,00%;Pepito;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
400233;;MEC;160,28813;0;0;(en blanco);352;02/01/2025;375;;;;352;5,9;;;320;21,3;;;Pepito;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401111;;MEC;224,45714;0;0;(en blanco);311;03/01/2025;452;54,9;824;54,9;3.520;58,7;542;36,1;769;51,3;152,00%;4,70%;Bocata;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401113;;MEC;224,45714;0;0;(en blanco);288;(en blanco);(en blanco);;;;256;4,3;;;224;14,9;;;Bocata;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401301;;MEC;160,34482;0;0;(en blanco);35;(en blanco);(en blanco);20,9;313;20,9;1.141;19;368;24,5;336;22,4;85,10%;7,30%;Baguette Plus;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401421;;MEC;137,06227;0;0;(en blanco);0;02/01/2025;175;;;;254;4,2;170;11,3;2;0,1;;566,70%;Barra Castellana;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401423;;MEC;120,91656;0;0;(en blanco);96;02/01/2025;103;;;;96;1,6;;;288;19,2;;;Barra Castellana;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401621;;MEC;138,09751;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;1;0,1;;6,70%;Media Baguette;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
401881;;MEC;205,58375;0;0;(en blanco);5;(en blanco);(en blanco);26,8;402;26,8;2.021;33,7;511;34,1;187;12,5;78,70%;18,20%;Bollo;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
402011;;MEC;246,74846;0;0;(en blanco);15;03/01/2025;744;106,9;1603;106,9;6.370;106,2;1.884;125,6;1.588;105,9;85,10%;7,90%;Viena Mondat 145 gr;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
402801;;MEC;224,44444;0;0;(en blanco);0;(en blanco);(en blanco);;;;420;7;120;8;96;6,4;;8,30%;Viena;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
403321;;MEC;196,69172;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;-2;-0,1;;;;0,00%;Barra de Viena;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
403341;;MEC;242,1118;0;0;(en blanco);13;03/01/2025;487;63,8;957;63,8;4.284;71,4;1.722;114,8;1.681;112,1;55,60%;6,80%;Barra de Viena;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
403801;;MEC;205,70099;0;0;(en blanco);1;(en blanco);(en blanco);16,5;247;16,5;1.069;17,8;223;14,9;592;39,5;110,80%;2,50%;Mini Viena Andaluza;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
404903;;MEC;186,988;0;0;(en blanco);128;(en blanco);(en blanco);;;;65;1,1;;;96;6,4;;;Viena 170g;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
405121;;MEC;196,35943;0;0;(en blanco);0;(en blanco);(en blanco);0,9;14;0,9;28;0,5;2;0,1;;;700,00%;0,00%;Miniatura con Salvado;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
405621;;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;3;0,2;8;0,5;;2,50%;Media Baguette con Salvado;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406002;;MEC;136,80039;0;0;(en blanco);22;02/01/2025;418;7,9;118;7,9;943;15,7;165;11;733;48,9;71,50%;1,50%;Panecito Integral 100% Ecológico Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406301;;MEC;224,3976;0;0;(en blanco);9;(en blanco);(en blanco);40,5;607;40,5;2.761;46;928;61,9;671;44,7;65,40%;9,20%;Viena Mondat con Salvado 145 gr;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406401;;MEC;205,7429;0;0;(en blanco);89;(en blanco);(en blanco);28,8;432;28,8;1.863;31,1;466;31,1;503;33,5;92,70%;6,20%;Viena con Salvado Pequeña;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
406501;;MEC;187,00422;0;0;(en blanco);1;(en blanco);(en blanco);0,9;13;0,9;113;1,9;12;0,8;10;0,7;108,30%;8,00%;Bollo 100 % Integral;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
407401;;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;51;3,4;123;8,2;;2,80%;Bollo Rústico Semillado;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
407411;;VIME;130,89596;0;0;(en blanco);1;(en blanco);(en blanco);2,8;42;2,8;277;4,6;;;;;0,00%;;Bollo Rústico Semillado;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
411001;;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;159;10,6;108;7,2;;9,80%;Chapata Mini;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
421702;;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);0,7;11;0,7;952;15,9;;;;;0,00%;;Barra de Viena Ecológica Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
421802;;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);;;;1.074;17,9;;;;;;;Bollo Ecológico Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
422002;;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);0,6;9;0,6;383;6,4;;;;;0,00%;;Barra de Viena 15%  Integral  Ecológico Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423111;;VIME;155,78171;0;0;(en blanco);27;04/01/2025;490;20,7;310;20,7;919;15,3;;;;;0,00%;;Panecillo con Cereales y Semillas;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423301;;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;140;2,3;121;8,1;77;5,1;46,30%;10,50%;Mollete Pack 4 UDS;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423321;;MEC;155,66037;0;0;(en blanco);259;04/01/2025;319;35,9;538;35,9;2.409;40,2;313;20,9;373;24,9;171,90%;5,60%;Mollete;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
423611;;VIME;192,76761;0;0;(en blanco);0;(en blanco);(en blanco);5;75;5;75;1,3;;;;;0,00%;;Alcachofa Semillada con Sésamo 4,35%;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
425351;;MEC;192,67272;0;0;(en blanco);7;04/01/2025;401;5,1;76;5,1;289;4,8;32;2,1;22;1,5;237,50%;9,70%;Payesito Mondat;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430101;;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;;Pan Bocadillo Sin Sal Añadida Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430301;;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;3;0,1;;;;;0,00%;;Panecillo Semillas Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430401;;VIME;134,85559;0;0;(en blanco);564;(en blanco);(en blanco);76,7;1151;76,7;4.630;77,2;;;444;29,6;0,00%;;Mini Panecillo Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430621;;MEC;166,2776;0;0;(en blanco);0;02/01/2025;1686;169,7;2545;169,7;11.041;184;2.307;153,8;2.553;170,2;110,30%;6,00%;Pepito Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430702;;MEC;158,42696;0;0;(en blanco);161;(en blanco);(en blanco);21,9;329;21,9;6.052;100,9;602;40,1;2.859;190,6;54,70%;1,40%;Panecito Ecológico Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
430731;;MEC;158,31932;0;0;(en blanco);100;03/01/2025;1300;98,1;1472;98,1;13.865;231,1;819;54,6;2.129;141,9;179,70%;2,60%;Panecito Easy;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
